run_id,phase,task_id,asr_id,round,spoken_variant,audio_condition,critical_slot_preserved,route_sequence,retry_triggered,retry_count,script_error_observed,script_error_count,pptx_produced,edit_signal,deterministic_rule_pass,visual_status,embedded_images,max_overlap_ratio,left_right_margin_diff_ratio,gap_diff_ratio,visual_note,output_filename,source_log
first_round:id47:ASR-2:r1:connected:reverb,first_round,id47,ASR-2,1,connected,reverb,,PYTHON-PPTX,false,0,false,0,true,true,true,,,,,,,slide_47_r1_ASR-2_connected_reverb.pptx,asr2_r1_id47.txt
first_round:id47:ASR-2:r1:connected:bandlimit,first_round,id47,ASR-2,1,connected,bandlimit,,PYTHON-PPTX,true,1,true,1,true,true,true,,,,,,,slide_47_r1_ASR-2_connected_bandlimit.pptx,asr2_r1_id47.txt
first_round:id47:ASR-2:r1:self_repair:none,first_round,id47,ASR-2,1,self_repair,none,,PYTHON-PPTX,false,0,false,0,true,true,true,,,,,,,slide_47_r1_ASR-2_self_repair.pptx,asr2_r1_id47.txt
first_round:id47:ASR-2:r1:self_repair:noise,first_round,id47,ASR-2,1,self_repair,noise,,PYTHON-PPTX,false,0,false,0,true,true,true,,,,,,,slide_47_r1_ASR-2_self_repair_noise.pptx,asr2_r1_id47.txt
first_round:id47:ASR-2:r1:self_repair:reverb,first_round,id47,ASR-2,1,self_repair,reverb,,PYTHON-PPTX,false,0,false,0,true,true,true,,,,,,,slide_47_r1_ASR-2_self_repair_reverb.pptx,asr2_r1_id47.txt
first_round:id47:ASR-2:r1:self_repair:bandlimit,first_round,id47,ASR-2,1,self_repair,bandlimit,,PYTHON-PPTX,false,0,false,0,true,true,true,,,,,,,slide_47_r1_ASR-2_self_repair_bandlimit.pptx,asr2_r1_id47.txt
first_round:id47:ASR-6:r1:clean:none,first_round,id47,ASR-6,1,clean,none,,PYTHON-PPTX,true,1,true,1,true,true,true,,,,,,,slide_47_r1_ASR-6_clean.pptx,asr6_r1_id47.txt
first_round:id47:ASR-6:r1:clean:noise,first_round,id47,ASR-6,1,clean,noise,,PYTHON-PPTX,false,0,false,0,true,true,true,,,,,,,slide_47_r1_ASR-6_clean_noise.pptx,asr6_r1_id47.txt
first_round:id47:ASR-6:r1:clean:reverb,first_round,id47,ASR-6,1,clean,reverb,,PYTHON-PPTX,false,0,false,0,true,true,true,,,,,,,slide_47_r1_ASR-6_clean_reverb.pptx,asr6_r1_id47.txt
first_round:id47:ASR-6:r1:clean:bandlimit,first_round,id47,ASR-6,1,clean,bandlimit,,PYTHON-PPTX,false,0,false,0,true,true,true,,,,,,,slide_47_r1_ASR-6_clean_bandlimit.pptx,asr6_r1_id47.txt
first_round:id47:ASR-6:r1:spoken:none,first_round,id47,ASR-6,1,spoken,none,,PYTHON-PPTX,false,0,false,0,true,true,true,,,,,,,slide_47_r1_ASR-6_spoken.pptx,asr6_r1_id47.txt
first_round:id47:ASR-6:r1:spoken:noise,first_round,id47,ASR-6,1,spoken,noise,,PYTHON-PPTX,false,0,false,0,true,true,true,,,,,,,slide_47_r1_ASR-6_spoken_noise.pptx,asr6_r1_id47.txt
first_round:id47:ASR-6:r1:spoken:reverb,first_round,id47,ASR-6,1,spoken,reverb,,PYTHON-PPTX,false,0,false,0,true,true,true,,,,,,,slide_47_r1_ASR-6_spoken_reverb.pptx,asr6_r1_id47.txt
first_round:id47:ASR-6:r1:spoken:bandlimit,first_round,id47,ASR-6,1,spoken,bandlimit,,PYTHON-PPTX,true,1,true,1,true,true,true,,,,,,,slide_47_r1_ASR-6_spoken_bandlimit.pptx,asr6_r1_id47.txt
first_round:id47:ASR-6:r1:connected:none,first_round,id47,ASR-6,1,connected,none,,PYTHON-PPTX,false,0,false,0,true,true,true,,,,,,,slide_47_r1_ASR-6_connected.pptx,asr6_r1_id47.txt
first_round:id47:ASR-6:r1:connected:noise,first_round,id47,ASR-6,1,connected,noise,,PYTHON-PPTX,false,0,false,0,true,true,true,,,,,,,slide_47_r1_ASR-6_connected_noise.pptx,asr6_r1_id47.txt
first_round:id47:ASR-6:r1:connected:reverb,first_round,id47,ASR-6,1,connected,reverb,,PYTHON-PPTX,false,0,false,0,true,true,true,,,,,,,slide_47_r1_ASR-6_connected_reverb.pptx,asr6_r1_id47.txt
first_round:id47:ASR-6:r1:connected:bandlimit,first_round,id47,ASR-6,1,connected,bandlimit,,PYTHON-PPTX,true,1,true,1,true,true,true,,,,,,,slide_47_r1_ASR-6_connected_bandlimit.pptx,asr6_r1_id47.txt
first_round:id47:ASR-6:r1:self_repair:none,first_round,id47,ASR-6,1,self_repair,none,,PYTHON-PPTX,false,0,false,0,true,true,true,,,,,,,slide_47_r1_ASR-6_self_repair.pptx,asr6_r1_id47.txt
first_round:id47:ASR-6:r1:self_repair:noise,first_round,id47,ASR-6,1,self_repair,noise,,PYTHON-PPTX,false,0,false,0,true,true,false,,,,,,,slide_47_r1_ASR-6_self_repair_noise.pptx,asr6_r1_id47.txt
first_round:id47:ASR-6:r1:self_repair:reverb,first_round,id47,ASR-6,1,self_repair,reverb,,PYTHON-PPTX,false,0,false,0,true,true,true,,,,,,,slide_47_r1_ASR-6_self_repair_reverb.pptx,asr6_r1_id47.txt
first_round:id47:ASR-6:r1:self_repair:bandlimit,first_round,id47,ASR-6,1,self_repair,bandlimit,,PYTHON-PPTX,false,0,false,0,true,true,true,,,,,,,slide_47_r1_ASR-6_self_repair_bandlimit.pptx,asr6_r1_id47.txt
loop_followup:id20:ASR-2:r2:clean:none,loop_followup,id20,ASR-2,2,clean,none,false,PYTHON-PPTX>PYTHON-PPTX,false,0,false,0,true,true,false,,,,,,,slide_20_r2_ASR-2_clean.pptx,asr2_r2_id20.txt
loop_followup:id20:ASR-2:r2:clean:noise,loop_followup,id20,ASR-2,2,clean,noise,false,PYTHON-PPTX>PYTHON-PPTX,false,0,false,0,true,false,false,,,,,,,slide_20_r2_ASR-2_clean_noise.pptx,asr2_r2_id20.txt
loop_followup:id20:ASR-2:r2:clean:reverb,loop_followup,id20,ASR-2,2,clean,reverb,false,XML>PYTHON-PPTX,false,0,false,0,true,true,false,,,,,,,slide_20_r2_ASR-2_clean_reverb.pptx,asr2_r2_id20.txt
loop_followup:id20:ASR-2:r2:clean:bandlimit,loop_followup,id20,ASR-2,2,clean,bandlimit,false,PYTHON-PPTX>PYTHON-PPTX,true,2,false,0,true,true,false,,,,,,,slide_20_r2_ASR-2_clean_bandlimit.pptx,asr2_r2_id20.txt
loop_followup:id20:ASR-2:r2:spoken:none,loop_followup,id20,ASR-2,2,spoken,none,false,PYTHON-PPTX>PYTHON-PPTX,true,1,true,1,true,false,false,,,,,,,slide_20_r2_ASR-2_spoken.pptx,asr2_r2_id20.txt
loop_followup:id20:ASR-2:r2:spoken:noise,loop_followup,id20,ASR-2,2,spoken,noise,false,PYTHON-PPTX>PYTHON-PPTX,false,0,false,0,true,false,false,,,,,,,slide_20_r2_ASR-2_spoken_noise.pptx,asr2_r2_id20.txt
loop_followup:id20:ASR-2:r2:spoken:reverb,loop_followup,id20,ASR-2,2,spoken,reverb,false,XML>PYTHON-PPTX,true,1,true,1,true,true,false,,,,,,,slide_20_r2_ASR-2_spoken_reverb.pptx,asr2_r2_id20.txt
loop_followup:id20:ASR-2:r2:spoken:bandlimit,loop_followup,id20,ASR-2,2,spoken,bandlimit,false,XML>PYTHON-PPTX,false,0,false,0,true,true,false,,,,,,,slide_20_r2_ASR-2_spoken_bandlimit.pptx,asr2_r2_id20.txt
loop_followup:id20:ASR-2:r2:connected:none,loop_followup,id20,ASR-2,2,connected,none,true,PYTHON-PPTX>PYTHON-PPTX,false,0,false,0,true,false,false,,,,,,,slide_20_r2_ASR-2_connected.pptx,asr2_r2_id20.txt
loop_followup:id20:ASR-2:r2:connected:noise,loop_followup,id20,ASR-2,2,connected,noise,true,PYTHON-PPTX>PYTHON-PPTX,false,0,false,0,true,false,true,,,,,,,slide_20_r2_ASR-2_connected_noise.pptx,asr2_r2_id20.txt
loop_followup:id20:ASR-2:r2:connected:reverb,loop_followup,id20,ASR-2,2,connected,reverb,true,PYTHON-PPTX>PYTHON-PPTX,false,0,false,0,true,false,true,,,,,,,slide_20_r2_ASR-2_connected_reverb.pptx,asr2_r2_id20.txt
loop_followup:id20:ASR-2:r2:connected:bandlimit,loop_followup,id20,ASR-2,2,connected,bandlimit,false,XML>PYTHON-PPTX,true,1,true,1,true,false,true,,,,,,,slide_20_r2_ASR-2_connected_bandlimit.pptx,asr2_r2_id20.txt
loop_followup:id20:ASR-2:r2:self_repair:none,loop_followup,id20,ASR-2,2,self_repair,none,false,PYTHON-PPTX>PYTHON-PPTX,false,0,false,0,true,true,false,,,,,,,slide_20_r2_ASR-2_self_repair.pptx,asr2_r2_id20.txt
loop_followup:id20:ASR-2:r2:self_repair:noise,loop_followup,id20,ASR-2,2,self_repair,noise,false,PYTHON-PPTX>PYTHON-PPTX,false,0,false,0,true,true,false,,,,,,,slide_20_r2_ASR-2_self_repair_noise.pptx,asr2_r2_id20.txt
loop_followup:id20:ASR-2:r2:self_repair:reverb,loop_followup,id20,ASR-2,2,self_repair,reverb,false,PYTHON-PPTX>PYTHON-PPTX,true,1,true,1,true,true,false,,,,,,,slide_20_r2_ASR-2_self_repair_reverb.pptx,asr2_r2_id20.txt
loop_followup:id20:ASR-2:r2:self_repair:bandlimit,loop_followup,id20,ASR-2,2,self_repair,bandlimit,false,PYTHON-PPTX>PYTHON-PPTX,false,0,false,0,true,true,false,,,,,,,slide_20_r2_ASR-2_self_repair_bandlimit.pptx,asr2_r2_id20.txt
loop_followup:id31:ASR-2:r2:clean:none,loop_followup,id31,ASR-2,2,clean,none,,PYTHON-PPTX>PYTHON-PPTX,false,0,false,0,true,false,,fail_overlap,3,0.9922,0.2940,0.2903,"All 3 images remain embedded, but 2 are almost completely overlapping, so only 2 are visible.",slide_31_r2_ASR-2_clean.pptx,asr2_r2_id31.txt
loop_followup:id31:ASR-2:r2:clean:noise,loop_followup,id31,ASR-2,2,clean,noise,,XML>PYTHON-PPTX,false,0,false,0,true,false,,pass,3,0.0000,0.0000,0.0000,"The original 3 images are preserved, non-overlapping, and horizontally symmetric.",slide_31_r2_ASR-2_clean_noise.pptx,asr2_r2_id31.txt
loop_followup:id31:ASR-2:r2:clean:reverb,loop_followup,id31,ASR-2,2,clean,reverb,,PYTHON-PPTX>PYTHON-PPTX,true,1,true,1,true,false,,pass,3,0.0000,0.0038,0.0000,"The original 3 images are preserved, non-overlapping, and horizontally symmetric.",slide_31_r2_ASR-2_clean_reverb.pptx,asr2_r2_id31.txt
loop_followup:id31:ASR-2:r2:clean:bandlimit,loop_followup,id31,ASR-2,2,clean,bandlimit,,PYTHON-PPTX>PYTHON-PPTX,false,0,false,0,true,true,,fail_overlap,3,0.9922,0.2940,0.2903,"All 3 images remain embedded, but 2 are almost completely overlapping, so only 2 are visible.",slide_31_r2_ASR-2_clean_bandlimit.pptx,asr2_r2_id31.txt
loop_followup:id31:ASR-2:r2:spoken:none,loop_followup,id31,ASR-2,2,spoken,none,,XML>XML,false,0,false,0,true,true,,fail_overlap,3,1.0000,0.0000,0.0000,"All 3 images remain embedded but are stacked at the slide center, so only 1 is visible.",slide_31_r2_ASR-2_spoken.pptx,asr2_r2_id31.txt
loop_followup:id31:ASR-2:r2:spoken:noise,loop_followup,id31,ASR-2,2,spoken,noise,,PYTHON-PPTX>XML,false,0,false,0,false,false,,missing_output,0,,,,No final PPTX was produced.,slide_31_r2_ASR-2_spoken_noise.pptx,asr2_r2_id31.txt
loop_followup:id31:ASR-2:r2:spoken:reverb,loop_followup,id31,ASR-2,2,spoken,reverb,,XML>PYTHON-PPTX,false,0,false,0,true,false,,pass,3,0.0000,0.0000,0.0000,"The original 3 images are preserved, non-overlapping, and horizontally symmetric.",slide_31_r2_ASR-2_spoken_reverb.pptx,asr2_r2_id31.txt
loop_followup:id31:ASR-2:r2:spoken:bandlimit,loop_followup,id31,ASR-2,2,spoken,bandlimit,,PYTHON-PPTX>PYTHON-PPTX,false,0,false,0,true,true,,pass,3,0.0000,0.0019,0.0019,"The original 3 images are preserved, non-overlapping, and horizontally symmetric.",slide_31_r2_ASR-2_spoken_bandlimit.pptx,asr2_r2_id31.txt
loop_followup:id31:ASR-2:r2:connected:none,loop_followup,id31,ASR-2,2,connected,none,,PYTHON-PPTX>PYTHON-PPTX,false,0,false,0,true,true,,pass,3,0.0000,0.0038,0.0000,"The original 3 images are preserved, non-overlapping, and horizontally symmetric.",slide_31_r2_ASR-2_connected.pptx,asr2_r2_id31.txt
loop_followup:id31:ASR-2:r2:connected:noise,loop_followup,id31,ASR-2,2,connected,noise,,PYTHON-PPTX>PYTHON-PPTX,false,0,false,0,true,true,,fail_overlap,3,0.9922,0.2940,0.2903,"All 3 images remain embedded, but 2 are almost completely overlapping, so only 2 are visible.",slide_31_r2_ASR-2_connected_noise.pptx,asr2_r2_id31.txt
loop_followup:id31:ASR-2:r2:connected:reverb,loop_followup,id31,ASR-2,2,connected,reverb,,PYTHON-PPTX>PYTHON-PPTX,false,0,false,0,true,true,,pass,3,0.0000,0.0019,0.0019,"The original 3 images are preserved, non-overlapping, and horizontally symmetric.",slide_31_r2_ASR-2_connected_reverb.pptx,asr2_r2_id31.txt
loop_followup:id31:ASR-2:r2:connected:bandlimit,loop_followup,id31,ASR-2,2,connected,bandlimit,,PYTHON-PPTX>XML,false,0,false,0,true,true,,pass,3,0.0000,0.0038,0.0000,"The original 3 images are preserved, non-overlapping, and horizontally symmetric.",slide_31_r2_ASR-2_connected_bandlimit.pptx,asr2_r2_id31.txt
loop_followup:id31:ASR-2:r2:self_repair:none,loop_followup,id31,ASR-2,2,self_repair,none,,PYTHON-PPTX>PYTHON-PPTX,true,1,true,1,true,false,,pass,3,0.0000,0.0019,0.0019,"The original 3 images are preserved, non-overlapping, and horizontally symmetric.",slide_31_r2_ASR-2_self_repair.pptx,asr2_r2_id31.txt
loop_followup:id31:ASR-2:r2:self_repair:noise,loop_followup,id31,ASR-2,2,self_repair,noise,,PYTHON-PPTX>XML,false,0,false,0,true,true,,fail_overlap,3,0.9922,0.2940,0.2903,"All 3 images remain embedded, but 2 are almost completely overlapping, so only 2 are visible.",slide_31_r2_ASR-2_self_repair_noise.pptx,asr2_r2_id31.txt
loop_followup:id31:ASR-2:r2:self_repair:reverb,loop_followup,id31,ASR-2,2,self_repair,reverb,,PYTHON-PPTX>PYTHON-PPTX,false,0,false,0,true,true,,fail_overlap,3,0.9922,0.2940,0.2903,"All 3 images remain embedded, but 2 are almost completely overlapping, so only 2 are visible.",slide_31_r2_ASR-2_self_repair_reverb.pptx,asr2_r2_id31.txt
loop_followup:id31:ASR-2:r2:self_repair:bandlimit,loop_followup,id31,ASR-2,2,self_repair,bandlimit,,XML>XML,false,0,false,0,true,true,,fail_overlap,3,1.0000,0.0000,0.0000,"All 3 images remain embedded but are stacked at the slide center, so only 1 is visible.",slide_31_r2_ASR-2_self_repair_bandlimit.pptx,asr2_r2_id31.txt
loop_followup:id31:ASR-6:r2:clean:none,loop_followup,id31,ASR-6,2,clean,none,,PYTHON-PPTX>PYTHON-PPTX,false,0,false,0,true,true,,fail_overlap,3,0.9922,0.2940,0.2903,"All 3 images remain embedded, but 2 are almost completely overlapping, so only 2 are visible.",slide_31_r2_ASR-6_clean.pptx,asr6_r2_id31.txt
loop_followup:id31:ASR-6:r2:clean:noise,loop_followup,id31,ASR-6,2,clean,noise,,PYTHON-PPTX>XML,false,0,false,0,false,false,,missing_output,0,,,,No final PPTX was produced.,slide_31_r2_ASR-6_clean_noise.pptx,asr6_r2_id31.txt
loop_followup:id31:ASR-6:r2:clean:reverb,loop_followup,id31,ASR-6,2,clean,reverb,,PYTHON-PPTX>PYTHON-PPTX,false,0,false,0,true,false,,pass,3,0.0000,0.0019,0.0019,"The original 3 images are preserved, non-overlapping, and horizontally symmetric.",slide_31_r2_ASR-6_clean_reverb.pptx,asr6_r2_id31.txt
loop_followup:id31:ASR-6:r2:clean:bandlimit,loop_followup,id31,ASR-6,2,clean,bandlimit,,PYTHON-PPTX>PYTHON-PPTX,true,1,true,1,true,false,,pass,3,0.0000,0.0038,0.0000,"The original 3 images are preserved, non-overlapping, and horizontally symmetric.",slide_31_r2_ASR-6_clean_bandlimit.pptx,asr6_r2_id31.txt
loop_followup:id31:ASR-6:r2:spoken:none,loop_followup,id31,ASR-6,2,spoken,none,,PYTHON-PPTX>PYTHON-PPTX,false,0,false,0,true,true,,fail_overlap,3,0.9922,0.2940,0.2903,"All 3 images remain embedded, but 2 are almost completely overlapping, so only 2 are visible.",slide_31_r2_ASR-6_spoken.pptx,asr6_r2_id31.txt
loop_followup:id31:ASR-6:r2:spoken:noise,loop_followup,id31,ASR-6,2,spoken,noise,,PYTHON-PPTX>XML,false,0,false,0,false,false,,missing_output,0,,,,No final PPTX was produced.,slide_31_r2_ASR-6_spoken_noise.pptx,asr6_r2_id31.txt
loop_followup:id31:ASR-6:r2:spoken:reverb,loop_followup,id31,ASR-6,2,spoken,reverb,,PYTHON-PPTX>PYTHON-PPTX,true,1,true,1,true,true,,pass,3,0.0000,0.0019,0.0019,"The original 3 images are preserved, non-overlapping, and horizontally symmetric.",slide_31_r2_ASR-6_spoken_reverb.pptx,asr6_r2_id31.txt
loop_followup:id31:ASR-6:r2:spoken:bandlimit,loop_followup,id31,ASR-6,2,spoken,bandlimit,,PYTHON-PPTX>PYTHON-PPTX,false,0,false,0,true,false,,pass,3,0.0000,0.0019,0.0019,"The original 3 images are preserved, non-overlapping, and horizontally symmetric.",slide_31_r2_ASR-6_spoken_bandlimit.pptx,asr6_r2_id31.txt
loop_followup:id31:ASR-6:r2:connected:none,loop_followup,id31,ASR-6,2,connected,none,,PYTHON-PPTX>PYTHON-PPTX,false,0,false,0,true,false,,pass,3,0.0000,0.0019,0.0019,"The original 3 images are preserved, non-overlapping, and horizontally symmetric.",slide_31_r2_ASR-6_connected.pptx,asr6_r2_id31.txt
loop_followup:id31:ASR-6:r2:connected:noise,loop_followup,id31,ASR-6,2,connected,noise,,PYTHON-PPTX>PYTHON-PPTX,true,1,true,1,true,false,,pass,3,0.0000,0.0019,0.0019,"The original 3 images are preserved, non-overlapping, and horizontally symmetric.",slide_31_r2_ASR-6_connected_noise.pptx,asr6_r2_id31.txt
loop_followup:id31:ASR-6:r2:connected:reverb,loop_followup,id31,ASR-6,2,connected,reverb,,PYTHON-PPTX>PYTHON-PPTX,true,1,true,1,true,false,,fail_overlap,3,0.9922,0.2940,0.2903,"All 3 images remain embedded, but 2 are almost completely overlapping, so only 2 are visible.",slide_31_r2_ASR-6_connected_reverb.pptx,asr6_r2_id31.txt
loop_followup:id31:ASR-6:r2:connected:bandlimit,loop_followup,id31,ASR-6,2,connected,bandlimit,,PYTHON-PPTX>PYTHON-PPTX,true,2,true,2,true,false,,pass,3,0.0000,0.0038,0.0000,"The original 3 images are preserved, non-overlapping, and horizontally symmetric.",slide_31_r2_ASR-6_connected_bandlimit.pptx,asr6_r2_id31.txt
loop_followup:id31:ASR-6:r2:self_repair:none,loop_followup,id31,ASR-6,2,self_repair,none,,XML>PYTHON-PPTX,false,0,false,0,true,true,,pass,3,0.0000,0.0000,0.0000,"The original 3 images are preserved, non-overlapping, and horizontally symmetric.",slide_31_r2_ASR-6_self_repair.pptx,asr6_r2_id31.txt
loop_followup:id31:ASR-6:r2:self_repair:noise,loop_followup,id31,ASR-6,2,self_repair,noise,,XML,false,0,false,0,false,false,,missing_output,0,,,,No final PPTX was produced.,slide_31_r2_ASR-6_self_repair_noise.pptx,asr6_r2_id31.txt
loop_followup:id31:ASR-6:r2:self_repair:reverb,loop_followup,id31,ASR-6,2,self_repair,reverb,,PYTHON-PPTX>PYTHON-PPTX,true,1,true,1,true,false,,fail_overlap,3,0.9922,0.2940,0.2903,"All 3 images remain embedded, but 2 are almost completely overlapping, so only 2 are visible.",slide_31_r2_ASR-6_self_repair_reverb.pptx,asr6_r2_id31.txt
loop_followup:id31:ASR-6:r2:self_repair:bandlimit,loop_followup,id31,ASR-6,2,self_repair,bandlimit,,PYTHON-PPTX>PYTHON-PPTX,false,0,false,0,true,false,,pass,3,0.0000,0.0019,0.0019,"The original 3 images are preserved, non-overlapping, and horizontally symmetric.",slide_31_r2_ASR-6_self_repair_bandlimit.pptx,asr6_r2_id31.txt
